name,address,lat,lng,rating,reviews,location_name,fsq_id
Chantilly,"Shop. 6, Shaktiraj CHS, Mumbai 400050, Mahārāshtra",0,0,,0,Bandra West,
"Tavaa, bandra west","Saqib, Junction Of 24th Turner Road, Bandra (W), Mumbai, Mahārāshtra",0,0,,0,Bandra West,
Modern Stores & Medicals,"Pali Market, Bandra (West) (Pali Mala Road), Mumbai 400050, Mahārāshtra",0,0,,0,Bandra West,
Almeida Park,"Bandra West, Mumbai, Mahārāshtra",0,0,,0,Bandra West,
De Monte Park,"St Andrews Road, Bandra West, Mumbai, Mahārāshtra",0,0,,0,Bandra West,
Toto’s Garage,"7/8, Lourdes Haven Apts, Pali Naka, (Bandra West,), Mumbai 400050, Mahārāshtra",0,0,,0,Bandra West,
Poco Loco,"5 Lourdes Haven, Bandra West, Mumbai, Mahārāshtra",0,0,,0,Bandra West,
Sante,"Pali Market (Bandra West), Mumbai, Mahārāshtra",0,0,,0,Bandra West,
Five Spice,,0,0,,0,Bandra West,
Cafe Andora,"Mumbai, Mahārāshtra",0,0,,0,Bandra West,
Punjab Sweet House And Restaurant,"pali naka (bandra west), Mumbai, Mahārāshtra",0,0,,0,Bandra West,
pack a pav,"Shop Number 2, St Andrews Road, Bandra West, Mumbai, Mahārāshtra",0,0,,0,Bandra West,
Naturals Ice Cream,"near Holy Family Hospital, Mumbai, Mahārāshtra",0,0,,0,Bandra West,
Snack Shack,"Lourdes Haven, Shop No. 2 (Pali Junction, Bandra), Mumbai, Mahārāshtra",0,0,,0,Bandra West,
Shiv Sagar,"Shyam Kunj, 16th Road, Pali Naka (Bandra), Mumbai 400052, Mahārāshtra",0,0,,0,Bandra West,
High On Tea,"Shop No 5, Luis Belle Building, Corner Of 30 .And16th Road, Pali Village, Bandra West, Mumbai 400050, Mahārāshtra",0,0,,0,Bandra West,
Shree Sagar Veg Restaurant,"Mumbai, Mahārāshtra",0,0,,0,Bandra West,
Pronto on the Move,"16th Road (Bandra), Mumbai, Mahārāshtra",0,0,,0,Bandra West,
Marry Me - The Store,"5AA, Pali Hill, Above Candies (Near Learners Academy, Bandra West), Mumbai 400050, Mahārāshtra",0,0,,0,Bandra West,
A Chocolate Affair,"Pali Hill Naka (Bandra), Mumbai, Mahārāshtra",0,0,,0,Bandra West,
Candies,"Union Park, Pali Hill (St. Andrews Rd.), Mumbai 400050, Mahārāshtra",0,0,,0,Bandra West,
Regional Passport Office New,"Videsh Bhavan, Bandra Kurla Complex, Plot No. C-45, G Block, Bandra (East), Mumbai, Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Studio Theatre,"Studio Theatre, 1st and Ground Floor, (NMACC, BKC, Bandra East), Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Grand Theatre,"Grand Theatre, NMACC, (Bandra Kyrla Complex), Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Ladurée,"Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Bombay Blue,"Off Linking Road (Bandra (West)), Mumbai, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Parinee Crescenzo,"Behind MCA, BKC (Opp MCA), Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Café Coffee Day,"Parinee Creacenzo Building (G-Block, Bandra Kurla Complex), Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Tennis Courts @ MCA,,0,0,,0,Bandra Kurla Complex,
Origami,"Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Maison Inox,"Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
O22 Trident,"Trident Hotel, Bandra (Bandra Kurla Complex, Bandra (E)), Mumbai 400098, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
O22,"C-56, G Block, Bandra Kurla Complex, Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Botticino - Trident Hotel,"Bandar Kurla Complex (Trident Hotel), Mumbai, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Trident Patisserie and Delicatessen,"C-56, G Block, Trident Road, Bandra Kurla Complex, Bandra East, Mumbai, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Maya,"Trident (BKC), Mumbai, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
MCA Club Bar,"RG Block 2, Mumbai, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
MCA Indoor Academy,"Bandra Kurla Complex, Mumbai, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Pavilion,"MCA Club (Bandra kurla), Mumbai, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Oriental Swing @ MCA,"RG-2, G-Block, Bandra Kurla Complex, Bandra East, Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Western Willow,,0,0,,0,Bandra Kurla Complex,
Kotak Mahindra Bank Ltd (27BKC),"27 Bandra Kurla Complex (BKC road), Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Poolside @ MCA,"BKC, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Ten Downing Street,"4-5012, Trident Road (Bkc, Bandra East), Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Tuskers,,0,0,,0,Bandra Kurla Complex,
ARTISAN,"Lobby Area SOFITEL MUMBAI BKC (C 57 Block G, Bandra Kurla Complex), Mumbai 400 098, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Chaayos,"Mumbai 400051, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Le Bar Diamantaire,"BKC (Sofitel), Mumbai, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
Pondicherry - SOFITEL,"C57 (Block G BKC), Mumbai, Mahārāshtra",0,0,,0,Bandra Kurla Complex,
MCA Squash Courts,,0,0,,0,Bandra Kurla Complex,
Telli galli mosque,"Mumbai, Mahārāshtra",0,0,,0,Andheri East,
Chatwani Banquets,,0,0,,0,Andheri East,
Andheri Station Walk,,0,0,,0,Andheri East,
Crescent Plaza.,"Umarji House, Crescent Plaza Annex, Andheri East, Telli Lane, Maharashtra 400069 (Telli Lane), Mumbai 400069, Mahārāshtra",0,0,,0,Andheri East,
Brijwasi,"M.V. Rd, Azad Nagar, Andheri East, Mumbai, Mahārāshtra",0,0,,0,Andheri East,
Junker's Bunker,"Opp Vishal Hall, Andheri Kurla Road, Mumbai 400069, Mahārāshtra",0,0,,0,Andheri East,
Ramesh More Udyan,,0,0,,0,Andheri East,
Sukanya,"14, Gopal Bhavan, Opposite Vaikunt Park (Azad Rd), Mumbai 400069, Mahārāshtra",0,0,,0,Andheri East,
Sai baba temple,"Telli galli, Mumbai 400069, 400069",0,0,,0,Andheri East,
Hell,"Andheri E, Mumbai, Mahārāshtra",0,0,,0,Andheri East,
Sydewok,"N.S. Phadke Road, Mumbai 400 069, Mahārāshtra",0,0,,0,Andheri East,
McDonald's,,0,0,,0,Andheri East,
Hubtown solaris,,0,0,,0,Andheri East,
Gem Dresswalla Pvt Ltd,"1, Moonlight Shopping Centre, Near Vishal Hall, Mumbai, Mahārāshtra",0,0,,0,Andheri East,
Café Downunder,"Ground Floor, Hubtown Solaris, (NS Phadke Marg, Andheri East), Mumbai 400069, Mahārāshtra",0,0,,0,Andheri East,
Café Coffee Day,,0,0,,0,Andheri East,
Vaibhav Restaurant,"Andheri (E), Mumbai City district 400069, Mahārāshtra",0,0,,0,Andheri East,
Havmor Ice-cream Parlor,"Azad Road, Mumbai, Mahārāshtra",0,0,,0,Andheri East,
McDonald's,"Andheri East (Andheri Railway Station), Mumbai 400099, Mahārāshtra",0,0,,0,Andheri East,
Domino's Pizza,"Shop No. 6, Ground Floor, Hubtown Solaris, N. S. Phadke Marg, Near East West Flyover, Andheri East, Mumbai - 400069 Phone, Mumbai 400069, Mahārāshtra",0,0,,0,Andheri East,
A to Z,"near Andheri station, Andheri east, Mahārāshtra",0,0,,0,Andheri East,
Aarsa Hotel,"Mumbai, Mahārāshtra",0,0,,0,Andheri East,
Anupam stationary,,0,0,,0,Andheri East,
Talli's terrace,,0,0,,0,Andheri East,
Akruti,"Saiwadi, Mumbai, Mahārāshtra",0,0,,0,Andheri East,
BMC K ward (East),"Azad Rd. (Andheri (E)), Mumbai, Mahārāshtra",0,0,,0,Andheri East,
Kamgar Kalyan Bhavan,"Gundevi, Andheri East, Mumbai, Mahārāshtra",0,0,,0,Andheri East,
Tapri Chai,,0,0,,0,Andheri East,
Gokhale Bridge,"Andheri W, Mumbai, Mahārāshtra",0,0,,0,Andheri East,
Sanjeevani Hospital,"Station Road, Andheri East, Mumbai, Mahārāshtra",0,0,,0,Andheri East,
349 Business Point,,0,0,,0,Andheri East,
Regency,"Prof N S Phadke Marg, Mumbai 400 069, Mahārāshtra",0,0,,0,Andheri East,
"Versova,Andheri",,0,0,,0,Andheri East,
andheri police station,"Andheri East, Mumbai, Mahārāshtra",0,0,,0,Andheri East,
Merchant House - Nikhils Kitchen,"400069, Mahārāshtra",0,0,,0,Andheri East,
Phoolwala- Mumbai Flower Delivery Partner Florist,"Shop no-4, Azad Road, Near milton apartment Juhu Koliwada, Azad Nagar Santacruz West, Mumbai 400049, Mahārāshtra",0,0,,0,Andheri East,
Canon India Pvt. Ltd.,"Natraj Bldg (Andheri Kurla Road), Mumbai, Mahārāshtra",0,0,,0,Andheri East,
Divya Sagar Wine Shop,,0,0,,0,Andheri East,
Narayan Sandwich,"Near Chinai College (Nagardas Road), Mumbai 400069, Mahrashtra",0,0,,0,Andheri East,
McDonald's,,0,0,,0,Andheri East,
Kino's Cottage,"JP Road, Seven Bungalows, next to Icici Bank (Oshiwara), Andheri West 400058, Mahārāshtra",0,0,,0,Andheri West,
Dimsum & More,"Gold Crown Building (JP Road, Andheri), Mumbai, Mahārāshtra",0,0,,0,Andheri West,
Sancha Ice Creams,"fantasy apartments, picnic cottage (7 bungalows, versova, andheri (west)), Mumbai 400061, Mahārāshtra",0,0,,0,Andheri West,
fresh healthy cafe,"7 Bungalows, Mumbai 400061, Mahārāshtra",0,0,,0,Andheri West,
Natural's,Versova,0,0,,0,Andheri West,
Havmor,"Opposite MTNL office, SV Road, Jogeshwari West, Mumbai, Mahārāshtra",0,0,,0,Andheri West,
The House,,0,0,,0,Andheri West,
d-mart (yari Road),,0,0,,0,Andheri West,
Cake Tree,,0,0,,0,Andheri West,
iVY,"JP Road Arham Nagar (7 Bungalows, Versova), Mumbai, Mahārāshtra",0,0,,0,Andheri West,
Barista,"Ground Floor, Rajnigandha Building New Link Road  Andheri West, Mumbai, Mahārāshtra",0,0,,0,Andheri West,
Tea Villa Cafe Versova,"28, Aaram Nagar 1 (Opposite Darya Mahal, Versova), Mumbai 400061, Mahārāshtra",0,0,,0,Andheri West,
Baskin-Robbins,"Pink apartments, Mumbai, Mahārāshtra",0,0,,0,Andheri West,
Quan Marriot,"Mumbai, Mahārāshtra",0,0,,0,Juhu,
Moshe's,,0,0,,0,Juhu,
Bombay Baking Company,"J W Marriott (Juhu Tara Road), Mumbai 400 049, Mahārāshtra",0,0,,0,Juhu,
Reflections,Mahārāshtra,0,0,,0,Juhu,
Mezzo Mezzo,"JW Marriott (Juhu), Mumbai 400 049, Mahārāshtra",0,0,,0,Juhu,
Enigma Bar and Night Club,"Juhu Tara Rd., Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Lotus Café,"Ground Floor, JW Marriott Hotel (Juhu), Mumbai 400050, Mahārāshtra",0,0,,0,Juhu,
"Cafe Coffe Day, Opposite JW Marriott","Juhu Tara Road, Mumbai, Mahārāshtra",0,0,,0,Juhu,
Saffron,"Juhu Tara Road, Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
JW Marriott Pool,"JW Marrott Hotel (Juhu Tara Rd), Mumbai, Mahārāshtra",0,0,,0,Juhu,
The Class,"Opp J W Marriott (Juhu Tara Road), Mumbai, Mahārāshtra",0,0,,0,Juhu,
JW Marriot Executive Lounge,"JW Marriott Juhu (Juhu Tara Road), Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
The Class Thali,"9 Standard House, Bombay, Mumbai, Mahārāshtra",0,0,,0,Juhu,
Ice cream works,Phoenix Mills (Lower Parel),0,0,,0,Juhu,
Arola @ JW Marriott,JW Marriott,0,0,,0,Juhu,
Café Coffee Day,"Opp JW Marriott, Mumbai, Mahārāshtra",0,0,,0,Juhu,
Good Earth,"Juhu (Juhu), Mumbai, Mahārāshtra",0,0,,0,Juhu,
Razzberry Rhinoceros,"Juhu Tara Road, Mumbai 400 049, Mahārāshtra",0,0,,0,Juhu,
ENIGMA at J.W.Marriott,"Juhu tara road (J.W.Marriott), Mumbai, Mahārāshtra",0,0,,0,Juhu,
Baskin-Robbins,"Juhu Tara Road, Mumbai 400 049, Mahārāshtra",0,0,,0,Juhu,
Subway,"Juhu, Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Home Made Cafe,"Mumbai 400047, Mahārāshtra",0,0,,0,Juhu,
Arola,,0,0,,0,Juhu,
Mahesh Lunch Home,"Juhu Tara Rd, Juhu (next to tulip star), Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Salt & Pepper,"Juhu Tara Road, Mumbai, Mahārāshtra",0,0,,0,Juhu,
Juben Wines,"Juhu Tara road (next to JW Marriot), Mumbai, Mahārāshtra",0,0,,0,Juhu,
Tea Villa,,0,0,,0,Juhu,
Sunburn SummerFest,"Tulip Star, Juhu Tara Road (Juhu), Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Melting Pot,"Juhu Tara Road (Juhu), Mumbai 400 049, Mahārāshtra",0,0,,0,Juhu,
Pebbles,"Opp JW Marriot (Juhu Tara Road), Mumbai, Mahārāshtra",0,0,,0,Juhu,
Melting Pot,"JVPD Scheme (13th Road), Mumbai, Mahārāshtra",0,0,,0,Juhu,
Ettarra Coffee House,"Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Amrapali,"Juhu Church, Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Starbucks,"Bawa International (Juhu Tara Rd.), Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Juhu Vile Parle.,Mahārāshtra,0,0,,0,Juhu,
Freeman and baker,"Mumbai, Mahārāshtra",0,0,,0,Juhu,
Starbucks,"JANKI KUTIR (JUHU), Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Poetry By Love & Cheesecake,"Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Ten One,Juhu,0,0,,0,Juhu,
Huber & Holly,"Shop No 17, Ground Floor, 18 .And 19, Beach Haven 2, Juhu Tara Road, Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Oyster Shell,"Juhu Tara Rd, Juhu, Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Dr. Aggarwal's Clinic,"Near Prithvi Theatre (Juhu Church Road), Mumbai, Mahārāshtra",0,0,,0,Juhu,
Kromakay,"27balvir opp janki kutir, Mumbai 400053, Mahārāshtra",0,0,,0,Juhu,
Barista,,0,0,,0,Juhu,
Prithvi Book Store,"Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Prithvi Theatre,"Church Road (Juhu), Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Prithvi Cafe,"Juhu Church Road, Mumbai 400 049, Mahārāshtra",0,0,,0,Juhu,
FYI - Frozen Yogurt Inc (Juhu),"Juhu (Next To Prithvi Theatre), Mumbai, Mahārāshtra",0,0,,0,Juhu,
Bayleaf Café,"Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Tea Villa Cafe,"765, Juhu Church Road (Juhu), Mumbai 400049, Mahārāshtra",0,0,,0,Juhu,
Balaji,"Hotel Bahri Residency, (2nd Floor), Mumbai 400071, Mahārāshtra",0,0,,0,Powai,
Sagar Restaurant And Bar,"Ground Floor, Panchkutir, Adi Shankaracharya Marg, Mumbai, Mahārāshtra",0,0,,0,Powai,
Retro Rewind Cafe,"2,3 Pant Farms, Mumbai 400076, Mahārāshtra",0,0,,0,Powai,
38 Degree East,"Lake Road, Panchkutir, Mumbai 400079, Mahārāshtra",0,0,,0,Powai,
Mini Punjab,,0,0,,0,Powai,
Sky dhaba,,0,0,,0,Powai,
Sports Bean Cafe,,0,0,,0,Powai,
"Sports Bean Cafe, Powai",,0,0,,0,Powai,
Tina Sweets & Farsan,,0,0,,0,Powai,
Lake View Cafe,"Off Adi Shankaracharya Road, Mumbai 400 087, Mahārāshtra",0,0,,0,Powai,
Bayroute,"G1, Transocean House, Lake Boulevard Road, Hiranandani Business Park, Powai, Mumbai, Maharastra, Mumbai 400076, Mahārāshtra",0,0,,0,Powai,
Burma Burma Restaurant & Tea Room,"Unit G2, Transocean House (Lake Boulevard Road), Mumbai 400076, Mahārāshtra",0,0,,0,Powai,
Madeira & Mime,"G2, transocean house, hiranandani business park, lake boulevard, powai, Mumbai, Mumbai, Mahārāshtra",0,0,,0,Powai,
Mia Cucina,"G3 Transocean, Lake Boulevard Street, Hiranandani Business Park, (Powai), Mumbai 400076, Mahārāshtra",0,0,,0,Powai,
Lord Of The Drinks,"Mumbai 400076, Mahārāshtra",0,0,,0,Powai,
Hitchki,"Building No. 2, Shop No. 5 .And 5A, Transolean House Lake, Boulevard Street, Hiranandani Garden, Mumbai 400079, Mahārāshtra",0,0,,0,Powai,
Fabindia,"Transocean building (Hiranandani( opp powai lake)), Mumbai 400076, Mahārāshtra",0,0,,0,Powai,
Mirchi And Mime,"G-6 , Ground Floor , Transocean House, Lake Boulevard Road, Hiranandani Business Park (Powai), Mumbai, Mahārāshtra",0,0,,0,Powai,
Breadtalk,"Mumbai, Mahārāshtra",0,0,,0,Powai,
Games Ranch,"Binge Central, Mumbai 400076, Mahārāshtra",0,0,,0,Powai,
Hangla's - The taste of Kolkata,"Galleria Mall - Food Court (Hiranandani, Powai), Mumbai, Mahārāshtra",0,0,,0,Powai,
Nirvana Park,"Orchard Avenue, Mumbai 400 076, Mahārāshtra",0,0,,0,Powai,
"Mochi, R-City","R-City Mall,, Mumbai 400086, Mahārāshtra",0,0,,0,Powai,
Binge Central,"Delhi Building (Hiranandani Gardens), Mumbai 400076, Mahārāshtra",0,0,,0,Powai,
Delphi - C Wing,"Hiranandani Business Park, Mumbai, Mahārāshtra",0,0,,0,Powai,
The Nutcracker,"Lake Boulevard Road, Mumbai 400076, Mahārāshtra",0,0,,0,Powai,
Suvarna Mandir,"Powai, Mumbai, Mahārāshtra",0,0,,0,Powai,
Godrej Nature Basket,"Orchard Avenue, Hiranandani Gardens (Powai), Mumbai 400072, Mahārāshtra",0,0,,0,Powai,
Durga Maa Pandal,"Hiranandani, Powai",0,0,,0,Powai,
Mocha,"Hiranandani (Powai), Mumbai, Mahārāshtra",0,0,,0,Powai,
odyssey ii,"orchard avenue road, hiranandani gardens, powai, mu, Mahārāshtra",0,0,,0,Powai,
Starbucks,"Mumbai 400076, Mahārāshtra",0,0,,0,Powai,
"Svastii, the Wellness Haven","Powai, Mahārāshtra",0,0,,0,Powai,
Bougan Villa,"Ghatkopar (opp Railway Station), Mumbai, Mahārāshtra",0,0,,0,Ghatkopar,
Domino's Pizza,"SHOP NO 7-8ADVOCATE CHAMBERRDCRAJ NAGAR,GHAZIABAD - 2010001 PH.NO. 01204865200, Mumbai 400075, Mahārāshtra",0,0,,0,Ghatkopar,
KFC,"Commander Dattaji Salvi Marg, Mahārāshtra",0,0,,0,Ghatkopar,
Sai Leela Bar & Restaurant,"Ghatkopar East, Mumbai, Mahārāshtra",0,0,,0,Ghatkopar,
Meghdoot,"Opp Ghatkopar Railway Station (Ghatkopar West), Mumbai 400086, Mahārāshtra",0,0,,0,Ghatkopar,
Ghatkopar Siddhivinayak Mandir,"Pant Nagar, Ghatkopar, Mumbai 400075, Mahārāshtra",0,0,,0,Ghatkopar,
Balaji Pure Veg,,0,0,,0,Ghatkopar,
Pantnagar,"ghatkopar east, Mumbai, Mahārāshtra",0,0,,0,Ghatkopar,
Samrat Hotel,"Opp Ghatkopar Station (Jawahar road), Mumbai 400077, Mahārāshtra",0,0,,0,Ghatkopar,
The Jalsa by Nanumal Bhojraj,"Patel Chowk, Rb Mehta Marg, 60 Feet Road Oposite Vodafone Gallery, Ghatkopar East, Mumbai, Mahārāshtra",0,0,,0,Ghatkopar,
Bharat Cafe,"Opp. Ghatkopar Station (W), Mumbai 400086, Mahārāshtra",0,0,,0,Ghatkopar,
Exotic Flavours,,0,0,,0,Ghatkopar,
Exotic Flavours Veg Multi Cuisine,,0,0,,0,Ghatkopar,
Ghatkopar east sky walk,,0,0,,0,Ghatkopar,
The Hideout,"400075, Mahārāshtra",0,0,,0,Ghatkopar,
Arun Vaidya Park,"R N Narkar Marg, PantNagar, (Ghatkopar, East), Mumbai 400075, Mahārāshtra",0,0,,0,Ghatkopar,
Capresso,"Ghatkopar east, Mumbai, Mahārāshtra",0,0,,0,Ghatkopar,
Vodafone Store,"Patel Chowk, Ghatkopar East, Mumbai, Mahārāshtra",0,0,,0,Ghatkopar,
Gentle Dental Care,"Guru Dutta Co-op Housing Society (Patel Chowk r.b mehta road), Mumbai 400077, Mahārāshtra",0,0,,0,Ghatkopar,
Parakh Hospital,"Khokani Lane, Opp Ghatkopar Railway Stn (Ghatkopar (E)), Mumbai 400077, Mahārāshtra",0,0,,0,Ghatkopar,
Samaj Mandir Hall,"Pt Nagar Colony Road, Mumbai, Mahārāshtra",0,0,,0,Ghatkopar,
khot lane,Mahārāshtra,0,0,,0,Ghatkopar,
Jankalyan Sahakari Bank Ltd.,"Sanghvi Square, M. G. Road, (Ghatkopar West), Mumbai 400086, Mahārāshtra",0,0,,0,Ghatkopar,
Café Coffee Day,"Tilak Rd, Ghatkopar (E), Mumbai, Mahārāshtra",0,0,,0,Ghatkopar,
Variety Infotech,"A/21, Laxmi Shopping Center, Near New Post Office, Opp. Railway Station, Ghatkopar (W),, Mumbai 400086, Mahārāshtra",0,0,,0,Ghatkopar,
Pizza Etc,"Hingwala Lane, Ghatkopar (E) (Nxt to SVDD School), Mumbai 400077, Mahārāshtra",0,0,,0,Ghatkopar,
Noble chemist,Mahārāshtra,0,0,,0,Ghatkopar,
Popular Hotel,"Ghatkopar (E), Mumbai, Mahārāshtra",0,0,,0,Ghatkopar,
Radha Krishna Wine-N-Dine,"Mumbai, Mahārāshtra",0,0,,0,Ghatkopar,
Noble Medicals,"Patel Chowk (Ghatkopar), Mumbai 400077, Mahārāshtra",0,0,,0,Ghatkopar,
V2 Marketimg,"Mumbai, Mahārāshtra",0,0,,0,Ghatkopar,
Ghatkopar Vegetable Market,"Near Ghatkopar Station, Ghatkopar East, Mumbai 400077, Mahārāshtra",0,0,,0,Ghatkopar,
Ganesh Temple,,0,0,,0,Ghatkopar,
Acharya Ground,Ghatkopar (E),0,0,,0,Ghatkopar,
Rajesh Patkar Institute of Software Engineering Pvt. Ltd.,"Malad West, Mumbai, Mahārāshtra",0,0,,0,Malad,
Gurdwara Malad (East) - Sri Guru Nanak Satsangh Sabha,"Plot No. 18, Near Podar Park (Malad (East)), Mumbai 400097, Mahārāshtra",0,0,,0,Malad,
Hanuman Mandir,"Malad Station Gate No. 1, Mumbai 400001, Mahārāshtra",0,0,,0,Malad,
Cards-N-Gifts,"Shop No.3/1, The Malad Co-Operative Housing Society, Poddar Road, Opp Goal Garden, Malad (east) (Poddar Road), Mumbai 400 064, Mahārāshtra",0,0,,0,Malad,
Dada's Restaurant,,0,0,,0,Malad,
MM Mithaiwala,"Parekh Road (Malad Railway Station), Mumbai 400064, Mahārāshtra",0,0,,0,Malad,
Hotel Gopal,"Opp. The Mall (Station Road, Malad (West)), Mumbai 400064, Mahārāshtra",0,0,,0,Malad,
aditi fast food hotel,"S.V.Road Malad West (Near Malad Railway Station), Mumbai 400067, Mahārāshtra",0,0,,0,Malad,
fortpoint auto,,0,0,,0,Malad,
Gol garden,,0,0,,0,Malad,
Aditi,Uttaranchal,0,0,,0,Malad,
Marinelines,,0,0,,0,Malad,
Shantinath Shopping Center,"Near Malad Station, Mumbai 400067, Maharashstra",0,0,,0,Malad,
El Grotto,"Near malad station, Mahārāshtra",0,0,,0,Malad,
Natraj Market,"Malad Railway Station (Malad West), Mumbai 400064, Mahārāshtra",0,0,,0,Malad,
S.K wine n dine,,0,0,,0,Malad,
Anand Shopping Centre,"Gaushala Lane, Mumbai, Mahārāshtra",0,0,,0,Malad,
Rajesh Ice Cream,"Madarwal Ruia Road, Mumbai, Mahārāshtra",0,0,,0,Malad,
Ajay Arvindbhai Khatri,"Malad West Road, Mumbai, Mahārāshtra",0,0,,0,Malad,
Royal Challenge,"Mumbai, Mahārāshtra",0,0,,0,Malad,
Zafran infinity mall,"Malad (Malad), Mumbai, Mahārāshtra",0,0,,0,Malad,
Hotel Pawan,"Sainath Road (Malad (West)), Mumbai 400064, Mahārāshtra",0,0,,0,Malad,
Foodland,"near malad subway, Mumbai 400064, Mahārāshtra",0,0,,0,Malad,
Ashoka hotel,"Near malad sub way (Malad east), Mumbai, Mahārāshtra",0,0,,0,Malad,
Dr Sushil Tahiliani,"Opp Sri Devi Hotel, (S.V.Road,Near Malad Station), Mumbai, Mahārāshtra",0,0,,0,Malad,
Gupta's Bhel and Pani Puri House,"Himanshu Roy Amarsi Rd (Near New Era Signal), Mumbai 400064, Mahārāshtra",0,0,,0,Malad,
Milan,"Daftari Road (Nr Malad Railway Station), Mumbai 400097, Mahārāshtra",0,0,,0,Malad,
Shreedevi Hotel,"Shree Shopping Centre, Sv Road, Malad West, Mumbai, Mahārāshtra",0,0,,0,Malad,
"Subhash road, Malad",,0,0,,0,Malad,
Kasturba talkies,,0,0,,0,Malad,
Hotel Sapna,"Malad west (S	V road), Mumbai 400064, Mahārāshtra",0,0,,0,Malad,
Sanjeevani Hospital,"Rani Sati Marg, Malad (E), Mumbai, Mahārāshtra",0,0,,0,Malad,
Shree Krishna,,0,0,,0,Malad,
Raghuvanshi Snacks,"Shop no. 3/4, Nalanda Apartments (Datta Mandir Road), Mumbai 400097, Mahārāshtra",0,0,,0,Malad,
Mahindra And Mahindra (School),"Malad (east), Mumbai 400097, Mahārāshtra",0,0,,0,Malad,
Janta Farsan & Sweets,"Malad east, Mumbai, Mahārāshtra",0,0,,0,Malad,
Vertigo,"Malad, Mumbai, Mahārāshtra",0,0,,0,Malad,
MTNL Malad West,"S.V Road,, Mumbai, Mahārāshtra",0,0,,0,Malad,
Sanjay Ice Cream,"Malad West Nr Bata (S V Road), Mumbai, Mahārāshtra",0,0,,0,Malad,
Pool Hunt,"Mumbai, Mahārāshtra",0,0,,0,Kandivali,
Kandivali Fire Brigade,"SV Road (Kandivali West), Mumbai, Mahārāshtra",0,0,,0,Kandivali,
Canara Bank,"Kandivali, Mumbai, Mahārāshtra",0,0,,0,Kandivali,
Chandreshwar wines,"Shop no 6 & 7 , Visa Sorathiya Vanik Niwas (V.L Road, Near Kandivli Railway station , Kandivli), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
World of Titan,"Gulson Sales , Shop No.1 & 2, Mehul Building, LT Road, Borivili (W), Mumbai 400092, Mahārāshtra",0,0,,0,Kandivali,
Sarovar Restaurant,"Payyade International, (V.L. Road,Kandivali west.), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Power House MMA Training Centre,,0,0,,0,Kandivali,
Adarsh Restaurant & Bar,"K N Cross Road No 1, Jethava Nagar, Vasanji Lalji Road (Near Kandivali Railway St, Kandivali West), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Krishna Sagar Pure Veg Hotel,"Trikamdas Road; (Near Kandivali Station), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
