name,address,lat,lng,rating,reviews,location_name,fsq_id
Ribbons N Ballons,"Mathuradas Road (Kandivali), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Dairy Don,"mahavir nagar, Mumbai, Mahārāshtra",0,0,,0,Kandivali,
Jain Sweet and Bhelpuri House,"Near Kandivali Station, 400067, Mahārāshtra",0,0,,0,Kandivali,
Monginis Cake Shop,"kandivli, Mumbai 400 093, Mahārāshtra",0,0,,0,Kandivali,
Baskin & Robbins,"MG Road; Kandivali, Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Paratha King,"6119 Mahavir Nagar, Kandivali West (Mahaveer Nagar,Kandivali (west )), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Public Welfare Department Garden,"Adukia Road; Kandivali West, Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Jamna Nivas (Baa's home),"Vasanji Lalji Road (Opp. Hotel Sarovar), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Jain Fast Food,"Outside kandivali station (Kandivai west), Mumbai, Mahārāshtra",0,0,,0,Kandivali,
Kala Hanuman Mandir,"Kandivali, Mumbai, Mahārāshtra",0,0,,0,Kandivali,
"Dr Bapat, Dentist","Kandivali, Mumbai, Mahārāshtra",0,0,,0,Kandivali,
Tambi Nastha Stall & Fast Food,"Opp Kandivali West Post office, (Post office lane, Kandivali West), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Playwin Video Games Parlor,"Trikamdas Road; (Kandivali West), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
"Hotel Sapna, Pure Veg","Opp NL College, SV Road, (Malad West), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Kandivali West Vegetable Market,"Mathuradas Road (Kandivali West), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Pool bunt,,0,0,,0,Kandivali,
Apollo Clinic,"M G Road No 1, Tulaskar Wadi, Kandivali West, Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Tha Thai Bhatia Hall,"Shankar lane; Opp Rajguru Flyover; (Kandivali West), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Mathuradas Road,,0,0,,0,Kandivali,
Kandivali Post office,"Kandivali Post Office (Station Road, Kandivali West), Mumbai 400067, Maharasta",0,0,,0,Kandivali,
Kokilkunj,"M G Road (No. 4), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Jumbo King,"kandivali, Mahārāshtra",0,0,,0,Kandivali,
Swimming Pool @ KRC Club Kandivali,"KRC Club, Opp SVP School, (Bhogilal Phadia Road, Off Shantilal Modi Rd, Kandi), Mumbai 400067, Mahārāshtra",0,0,,0,Kandivali,
Kiran Fast Food Corner,"Shop no.5, Suraj Heights (Walbhat Road, Bhajiwala Compound), Goregaon East 400063, Mahārāshtra",0,0,,0,Goregaon,
Subway,"Cooling Tower (Nirlon Knowledge Park, Goregaon), Mumbai, Mahārāshtra",0,0,,0,Goregaon,
Prof. Shukla's Library,"5th Floor, I. B. Patel School, Jawahar Nagar (Road No 14, Goregaon (West)), Mumbai 400062, Mahārāshtra",0,0,,0,Goregaon,
Starbucks,"Ground Floor, Block B6 (Nirlon Knowledge Park, Goregaon), Mumbai 400063, Mahārāshtra",0,0,,0,Goregaon,
Vasu Sandwitch,Mahārāshtra,0,0,,0,Goregaon,
Even Systems,"248/249, New Aashirwad Industrial Estate No 5, Ram Mandir Road, Mumbai 400104, Mahārāshtra",0,0,,0,Goregaon,
Amul Scooping Parlour,"City Center, S.V. Road, Goregoan (W) (Next To Cinemax Theatre. Goregaon West.), Mumbai 400062, Mahārāshtra",0,0,,0,Goregaon,
Devi Prasad,"Sector 19, Vashi Turbhe Rd, Navi Mumbai 400705, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
FrontStreet,"near Golden Punjab, Navi Mumbai, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Legend,"Sector: 17, Navi Mumbai, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Vashi Post Office,"Sec 16A, Navi Mumbai, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Merchants Gymkhana,,0,0,,0,Navi Mumbai (Vashi),
Persipolis,"Sector 17, Vashi, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Hotel Vishwa Jyot,"72, Shiv Centre, Sector 17, (Vashi,), Navi Mumbai 400703, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Santosh restaurant,"Sector 9A, Vashi 400703, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Atithi Fine Dining,,0,0,,0,Navi Mumbai (Vashi),
vishwajot hotel,,0,0,,0,Navi Mumbai (Vashi),
Sweta Palace Tapri,,0,0,,0,Navi Mumbai (Vashi),
The Cosmetic Clinic - Dentist in Vashi,"Shop No.67, Arenja Corner, Sector 17 (Vashi), Navi Mumbai 400703, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Abbott: The Creek,Vashi,0,0,,0,Navi Mumbai (Vashi),
Marosh Pita & Hummus,"Sec 17, Navi Mumbai, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Hotel Supreme Heritage,"Sector 19 (Vashi), Navi Mumbai 400705, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Sweta Palace,"Sector 17, Navi Mumbai, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
The Bar Stock Exchange,"Navi Mumbai 400703, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Shiv Centre,"Plot No.72, Sant Lawrence High School Marg, Tushbhi Sector 17, Vashi, Navi Mumbai, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Plug In,"Welfare Chambers (Plot 73, Sector-17, Vashi), Navi Mumbai 400705, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Mark International,"31 Mafco Apm Yard, Sector 18 Vashi, Navi Mumbai 400705, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
J K Chambers,"Sector 17 (Vashi), New Mumbai",0,0,,0,Navi Mumbai (Vashi),
City Centre Mall,"Vashi (Palm Beach Road), Mumbai, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
"RTO Office, Vashi.","Navi Mumbai 400706, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Amul Ice Cream Parlour,"Sec 17 (Vashi), Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Lane with the singing dog,"Vashi, Navi Mumbai, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Sector 16,"Vashi, Navi Mumbai, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Gupta Sandwich,"Vashi Plaza, Sector 17 (Vashi), Navi Mumbai 400705, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Abbott Hotel,"Vashi 400703, Mahārāshtra",0,0,,0,Navi Mumbai (Vashi),
Santosh Bhuvan,"Jain Society, Sion west, Mumbai 400022, Mahārāshtra",0,0,,0,Sion,
Guru Nanak School,"Sion West, Mumbai, Mahārāshtra",0,0,,0,Sion,
Sion Jain Upashray,"Jain society , sion west, Mumbai 400022, Mahārāshtra",0,0,,0,Sion,
Printstop,"Road No 24, Sion West, (opp SIES College), Mumbai 400022, Mahārāshtra",0,0,,0,Sion,
Vodafone Store,"Sion West, Eastern Exress Hwy, Mumbai 400022, Mahārāshtra",0,0,,0,Sion,
Abhinandan Swami Jain Temple,,0,0,,0,Sion,
Kaya Skin Clinic,"Plot No. 180, Ground Floor, Sion (West) (Nr. Sion Hospital,), Mumbai 400022, Mahārāshtra",0,0,,0,Sion,
Coffee Day Express,"Opposite Mata Laxmi Hospital (Sion (east)), Mumbai, Mahārāshtra",0,0,,0,Sion,
A1 Samosa Sion,,0,0,,0,Sion,
Peninsula,"117 Peace Heaven, Mumbai 400022, Mahārāshtra",0,0,,0,Sion,
Guru Kripa,"Guru Kripa Building, Near SIES College (Rd No 24), Mumbai 400022, Mahārāshtra",0,0,,0,Sion,
Guru Kripa (A1 Samosa),"Sion, Mumbai, Mahārāshtra",0,0,,0,Sion,
Grab A Bite,,0,0,,0,Sion,
Reliance Fresh,"Near Eastern Express Highway (Sion), Mumbai, Mahārāshtra",0,0,,0,Sion,
Vijay Sales,"Sion Circle, Mahārāshtra",0,0,,0,Sion,
cafe istaa,"Sion East, Mumbai, Mahārāshtra",0,0,,0,Sion,
Basu Tailors,"Koliwada, Mumbai, Mahārāshtra",0,0,,0,Sion,
Subway,"Sion Circle, Mumbai, Mahārāshtra",0,0,,0,Sion,
Tibb's FRANKIE,"King's Circle (Outside S.S.S Nagar), Mumbai 400037, Mahārāshtra",0,0,,0,Sion,
Dadar,"Mumbai, Mahārāshtra",0,0,,0,Matunga,
Veer Kotwal Udyan,"Opp. Plaza Theatre, Mumbai, Mahārāshtra",0,0,,0,Matunga,
Hanuman Mandir,"Outside dadar station (Dadar east), Mumbai, Mahārāshtra",0,0,,0,Matunga,
Shrikrishna Wada,"chabildas rd (dadar), Mumbai, Mahārāshtra",0,0,,0,Matunga,
Shree Krishna Batata Wada,"Off Chhabildas Road (Dadar West), Mumbai 400 028, Mahārāshtra",0,0,,0,Matunga,
J J Mehta And Sons,"Chhabildas Road, Mumbai 400028, Mahārāshtra",0,0,,0,Matunga,
Punjabi Tadka,"opp Swami Narayan Mandir, Dadar east, Mumbai 400014, Mahārāshtra",0,0,,0,Matunga,
McDonald's,"dadar E, Mumbai, Mahārāshtra",0,0,,0,Matunga,
Wholesale Flower Market,"Dadar Station, Mumbai, Mahārāshtra",0,0,,0,Matunga,
Kailash Lassi,"Dadar East, Mumbai, Mahārāshtra",0,0,,0,Matunga,
INOX Nakshatra,"2nd Floor, Nakshatra Cine Shoppe, Ranade Road (Dadar West), Mumbai 400028, Mahārāshtra",0,0,,0,Matunga,
Gopal Krishna Bar & Restaurant,"Kabutar Khana (Near Dadar Station), Dadar 400028, Mahārāshtra",0,0,,0,Matunga,
D. Damodar Mithaiwala,"Khodadad Circle, Mumbai 400 014, Mahārāshtra",0,0,,0,Matunga,
Café Coffee Day,"Swami Gyan Jivandas Marg (Dr Ambedkar Marg), Mumbai 400014, Mahārāshtra",0,0,,0,Matunga,
Hotel Midtown Pritam,"Dharam Putra, Dadar TT Cir, Dadar East, Dadar, Mumbai 400014, Mahārāshtra",0,0,,0,Matunga,
Dadar Surti Farsan Mart,"Shop No 6/7/8, Javale Wadi, Ranade Road, Dadar West, Mumbai, Mahārāshtra",0,0,,0,Matunga,
Cafe Colony Stores,Hindu Colony,0,0,,0,Matunga,
Time Watchmakers,"D-14 Empire Mahal, Khodadad Circle (Dadar T.T.), Mumbai 400014, Mahārāshtra",0,0,,0,Matunga,
Parag Juice Center,"Circle, Dadar West, Mumbai, Maharashtra (Dadar (West)), Mumbai, Mahārāshtra",0,0,,0,Matunga,
Grandmama's Café,"Next To Pritam (Off BA road), Mumbai 400014, Mahārāshtra",0,0,,0,Matunga,
Pritam Da Dhaba,"Dr. Ambedkar Road, Dadar (East), Mumbai 400014, Mahārāshtra",0,0,,0,Matunga,
Nuetron (Blackberry Service Center),,0,0,,0,Matunga,
Chetan Bar and Resturant,"Mumbai, Mahārāshtra",0,0,,0,Matunga,
Trupti Pure Vegetarian,"Shop No. 8, Akanksha Building, Opposite Plaza Cinema, N. C. Kelkar Road, Mumbai 400028, Mahārāshtra",0,0,,0,Matunga,
Kabutar khana,"Purandare Chowk, Near Dadar Station (N C Kelkar Road, Dadar West), Mumbai 400028, Mahārāshtra",0,0,,0,Matunga,
Fumes,"MMG Sangrahalaya Marg, Dadar West, Mumbai, Mahārāshtra",0,0,,0,Matunga,
Red Box Cafe,,0,0,,0,Matunga,
Vidyalankar Classes (West),"39, Vadhani Industrial Estate, L.B.S. Marg, Ghatkopar West, Mumbai 400086, Mahārāshtra",0,0,,0,Matunga,
Silver Spring,West Bengal,0,0,,0,Matunga,
Café Coffee Day,"Shop No 11 And 12, Empress Mahal, C-170, Dr Ambedkar Road, Dadar Tt, Khodadad Circle, Dadar East, Mumbai, Mahārāshtra",0,0,,0,Matunga,
Jyoti Veg Restaurant,"khodadad circle (dadar TT), Mumbai 400014, Mahārāshtra",0,0,,0,Matunga,
Kohinoor Electronics Dadar,"Opp Dadar Fire Brigade (Station Road), Mumbai 400014, Mahārāshtra",0,0,,0,Matunga,
Shivaji Mandir,"Diagonally Opposite To Plaza Cinema, Dadar (West) (N.C. Kelkar Road), Mumbai 400028, Mahārāshtra",0,0,,0,Matunga,
Panshikar,"218 Gananath Chs, Mumbai, Mahārāshtra",0,0,,0,Matunga,
Star Mall Dadar,,0,0,,0,Matunga,
Gomantak Restaurant,"N.C.Kelkar Road (Dadar), Mumbai 400028, Mahārāshtra",0,0,,0,Matunga,
Jeet Nagar,"JP Road (versova, andheri west), Mumbai, Mahārāshtra",0,0,,0,Versova,
Mia,"10A And B, Aaraam Nagar 2, J P Road, Versova, Andheri West, Mumbai, Mahārāshtra",0,0,,0,Versova,
CHINTHAI the restaurant,"shop No.6,Beach Appartments (Picnic Cottage,J.P road), Mumbai, Mahārāshtra",0,0,,0,Versova,
Soro Zai,"Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
Cheeliza,,0,0,,0,Versova,
KTR (Karnataka Tiffin Room),"Varsova, Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
Jumbo king,"Versova, Mumbai, Mahārāshtra",0,0,,0,Versova,
Barista,"Shop 51 GF, Branch Queen, Versova, Mumbai, Mahārāshtra",0,0,,0,Versova,
Jam Jar Diner,"Aram Nagar 2, Next to The Washing Bay laundry, Across the road from Subway, Versova (Andheri), Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
balwas marine lines,,0,0,,0,Versova,
Blue Tokai Coffee Roasters,"Palm Beach Apartments, J. P. Nagar, Aram Nagar (Versova), Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
6th Street Yogurt,"8, Beach Queen CHSL, JP Road, Versova, Andheri West, Mumbai, Mumbai, Mahārāshtra",0,0,,0,Versova,
Yogurtbay,"Chai Coffi (Versova, Yari Road), Mumbai, Mahārāshtra",0,0,,0,Versova,
Chaayos,"Next to Yamu's Panchayat, Opp. Silver View (JP Road, Versova, Andheri West), Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
Fil Fil,"J P Road, (Versova, andheri West), Mumbai, Mahārāshtra",0,0,,0,Versova,
Subway,"3-4, Darya Darshan, JP Road Seaface (Versova, Andheri West), Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
Versowa Rocks,,0,0,,0,Versova,
Park,,0,0,,0,Versova,
Studio Skull,"173, Aram Nagar 1 (Versova, Andheri West), Mumbai 400053, Mahārāshtra",0,0,,0,Versova,
Domino's Pizza,"GROUND FLOOR, SHOP NOS 3&4,MOUNT BUILDING, J P ROAD, VERSOVA,,MUMBAI - 400061 PH.NO. 022-26375950/51/52/53/54/55/56/57, Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
D mart,"Yari road (Andheri), Mumbai, Mahārāshtra",0,0,,0,Versova,
Fire N Spice,,0,0,,0,Versova,
Versova Sea Face,"Jai Prakash Rd (Versova), Mumbai, Mahārāshtra",0,0,,0,Versova,
Redbox Cafe,Mahārāshtra,0,0,,0,Versova,
icici bank versova,,0,0,,0,Versova,
Tea Villa Cafe Versova,"28, Aaram Nagar 1 (Opposite Darya Mahal, Versova), Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
Styx - Snooker n Cafe,"Gita Villa 18, Aaram Nagar Part 1 (JP Road), Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
14 Sauce Story,"Versova, Mumbai, Mahārāshtra",0,0,,0,Versova,
I'm mad so ?,,0,0,,0,Versova,
picadilly Picadilly Picadilly,,0,0,,0,Versova,
Versova,"Mumbai, Mahārāshtra",0,0,,0,Versova,
Leaping Windows Cafe,"3, Corner View, Off Yari Road, Opposite Bianca Towers Versova, Andheri (West) (Off Raheja's), Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
Barista,"Ground Floor, Rajnigandha Building New Link Road  Andheri West, Mumbai, Mahārāshtra",0,0,,0,Versova,
iVY,"JP Road Arham Nagar (7 Bungalows, Versova), Mumbai, Mahārāshtra",0,0,,0,Versova,
Nawab Kebab,"Off yari rd, panch marg, Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
Versova Beach,"Versova (Andheri west), Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
Ivy wine cafe and bistro,"Jp road (Versova), Mumbai, Mahārāshtra",0,0,,0,Versova,
Costa Coffee,Inside ShopperStop Juhu,0,0,,0,Versova,
Bianca Towers,"Mumbai, Mahārāshtra",0,0,,0,Versova,
Barrio,"J.P Road (Versova), Mumbai 400061, Mahārāshtra",0,0,,0,Versova,
house,"versova, Mumbai, Mahārāshtra",0,0,,0,Versova,
The House,,0,0,,0,Versova,
Sirocco,"Inch By Inch Body Temple, Jp Road, Off Yari Road, Panch Nagar, Mumbai, Mahārāshtra",0,0,,0,Versova,
Ganga Bhavan,"Jay Prakash Road, Mumbai, Mahārāshtra",0,0,,0,Versova,
Natural’s,"Mumbai 400049, Mahārāshtra",0,0,,0,Versova,
Scrumptious Eatery,"Yari Rd, Mumbai, Mahārāshtra",0,0,,0,Versova,
Guru kripa punjabi dhaba,"Versova, Mahārāshtra",0,0,,0,Versova,
Hanuman Temple,"7 bungalow, Mahārāshtra",0,0,,0,Versova,
Bar Bank,"Kailash Complex Slope, Mumbai 400083, Mahārāshtra",0,0,,0,Vikhroli,
Hangla's,"Main St, Powai, Mumbai, Mahārāshtra",0,0,,0,Vikhroli,
Dr. L H Hiranandani Hospital,"Hill Side Avenue, Hiranandani Gardens (Powai), Mumbai 400 076, Mahārāshtra",0,0,,0,Vikhroli,
Neptune Magnet Mall,"Next to Metro Departmental Store & Magatram Gas Station (L.B.S Marg , Bhandup (W)), Mumbai, Mahārāshtra",0,0,,0,Vikhroli,
